,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
219,FB,CMI,FTNT,HST,BK,CERN,CB,EXPD,CAG,AIG,GWW,QCOM,SPG,WRB,EOG
220,TECH,DTE,HPE,CAG,STZ,TSCO,NTAP,MPC,JNJ,HON,IRM,DLTR,WELL,FLT,DLR
221,AWK,UA,ENPH,MU,TPR,APH,ARE,FOXA,BWA,LYB,ROST,URI,FTV,BSX,EBAY
222,NVDA,TMO,ABC,DHI,NOW,PPL,AMAT,FISV,TAP,IPGP,HSIC,ORLY,CTLT,APH,RHI
223,TWTR,COO,ORLY,NWL,PNC,O,TT,KHC,EMN,AMD,SCHW,ED,GL,EMR,MCD
224,NFLX,BLL,SJM,PH,PLD,XTSLA,HPE,PGR,CPRT,WM,AAP,MMC,ARE,F,ED
225,UBFUT,VNO,OKE,DFS,MRO,USD,MA,TER,WAT,CDNS,ALGN,MPWR,HIG,SBNY,GIS
226,DHR,PLD,WRB,ADP,ANTM,NCLH,PEP,NI,PKI,OGN,AMT,IRM,AMT,WMB,EA
227,BDX,SYK,EOG,EXPD,DXC,DHI,GNRC,MET,EXPD,VFC,CHRW,ATO,SLB,WDC,V
228,GILD,ATVI,ITW,NTRS,MTD,ZBH,ANET,ODFL,MRO,EW,AKAM,URI,AEP,FBHS,WRK
229,SIVB,KHC,CE,CTXS,CF,STX,C,BBY,NDSN,STX,ECL,NWSA,CPT,CVX,AMAT
230,BR,SWK,MCK,ADBE,TMO,SO,KMI,EBAY,GIS,NWL,TFC,JNJ,CAT,WM,GOOG
231,TSCO,AFL,AMGN,WBD,AIG,EL,AXP,KIM,MPC,DRI,MKTX,DISH,MCO,MGM,CCI
232,FITB,FFIV,IRM,WTW,EXPD,WAT,INCY,EMR,TJX,VNO,KO,CAH,TSCO,CCI,NI
233,ULTA,PEG,CTLT,RHI,IR,MDT,REG,BIIB,FISV,RF,MCO,GPN,TRV,FTV,EL
234,CL,PKI,CZR,AMZN,MSI,RCL,SPGI,RL,CZR,RCL,CB,TMO,TMO,RMD,PWR
235,AON,POOL,TEL,PNR,HOLX,LKQ,JKHY,AWK,PSA,SWKS,MSI,SBAC,MAR,PKI,HRL
236,LNC,ECL,ABBV,GPN,NI,AES,ADI,FOX,TGT,XOM,GIS,ABC,UDR,CI,NKE
237,DIS,WST,GS,TMO,PPL,WDC,LLY,IR,NTAP,ROL,CCL,DXC,CMA,GE,AMGN
238,CHRW,FCX,ENPH,USB,JPM,EQR,ROK,CB,FRC,WAB,PXD,RCL,TJX,MPC,EMN
239,MO,MPWR,WYNN,DIS,CARR,MSI,CHRW,SBAC,CBRE,FBHS,SEDG,AFL,ADI,LOW,PWR
240,A,EQIX,LIN,COP,TXN,LUMN,AES,NEM,NWS,WBD,ANTM,VZ,WBA,KR,ATVI
241,CL,TYL,BEN,EQR,MPC,QCOM,UAL,TXT,TSN,INTU,HPE,ETN,KMX,TDY,CERN
242,ULTA,TT,DRE,AKAM,DG,D,VNO,JCI,TMUS,HOLX,KMB,HST,LW,REG,GE
243,PEG,WRK,PG,ALLE,GWW,DRI,YUM,XOM,RSG,MAA,LUMN,EFX,VRTX,FIS,J
244,ETSY,EPAM,TMUS,EL,ADI,SYY,EL,IDXX,TXT,ETSY,CTLT,STE,KO,SBUX,DGX
245,DRE,PG,FIS,LHX,FE,AEE,WBD,UNP,EMN,MTB,COP,AVGO,TROW,RF,AEP
246,KEYS,CDAY,AAL,CBRE,PNW,RL,AES,EBAY,AMCR,FCX,GL,TECH,RTX,FMC,V
247,XYL,MMC,CVX,BKR,MDLZ,CRL,KEYS,SIVB,KIM,HSIC,PNR,K,CARR,CB,FDX
248,COF,EQR,V,NTRS,MCK,ALGN,COP,YUM,ABBV,STX,AON,TGT,CPB,KMB,AXP
249,AZO,EVRG,IFF,TMUS,MET,SPGI,KR,AJG,NFLX,AZO,GE,GWW,AVB,MOH,CPB
250,BKR,OGN,NEM,LRCX,ROST,CBRE,UBFUT,WMT,AMAT,HII,LYV,EOG,ROST,STT,ALL
251,K,CMI,KMI,COF,FAST,T,DGX,MMM,ABBV,ADM,TDY,IFF,PM,TMO,NFLX
252,BKNG,IFF,EPAM,WBD,BWA,KLAC,XEL,MRO,UNH,ROST,GPC,BAX,EW,GE,CERN
253,NSC,F,WYNN,AIZ,STZ,KMI,ANTM,LVS,HON,UA,XOM,HRL,WRB,XEL,PEAK
254,AXP,LEN,DLTR,HD,AJG,CTRA,UNP,AMGN,NI,DHR,OMC,VLO,MMC,PLD,PFG
255,TAP,CSCO,VTR,WAB,LW,AMT,HIG,BA,MAS,IQV,ESS,MAA,SYY,MTB,CE
256,NKE,CTAS,TEL,WEC,IVZ,COST,WBA,TSN,BIO,UPS,DFS,JNJ,EQIX,STT,LOW
257,MCO,XRAY,ETN,ADSK,TFC,TT,RJF,FDS,BIIB,IP,SIVB,UA,XEL,SWK,EPAM
258,BEN,EXPD,TRMB,PKG,IR,DPZ,MU,CARR,AIG,PRU,CTAS,QRVO,KR,KO,POOL
259,STX,CARR,AMP,SLB,LMT,GPN,LLY,KHC,PEAK,ADP,STX,RF,DHR,PNW,LUMN
260,ATVI,ZBRA,NOC,ORCL,BIIB,DAL,YUM,MNST,LRCX,REGN,MHK,L,CAG,EXPE,TSLA
261,FFIV,PAYX,SBUX,PSA,NXPI,NLSN,PEP,AIZ,CME,ZION,UAL,SEE,NVR,FRT,DVN
262,SCHW,CNP,IT,AMP,CZR,CINF,BBWI,BLL,ECL,LYV,HSY,CHD,PCAR,RCL,IT
263,TSCO,SHW,EOG,MAS,AIZ,HAS,HPE,CTVA,ITW,PKI,MU,DXCM,MAR,FDX,CAH
264,EFX,NWS,EL,MHK,ALL,SPGI,BKNG,RCL,IRM,EXPE,MAR,BRO,NTRS,BBWI,LMT
265,COP,BKNG,ANSS,NUE,WBA,AMZN,KMX,DVN,PARA,RE,AMP,ABMD,TRV,CHD,ZION
266,DISH,FOXA,MDLZ,PFG,IDXX,EW,HRL,EW,SPG,HSIC,EL,GWW,FCX,RTX,USB
267,TXN,WELL,INCY,SBUX,FAST,DXC,FFIV,AEE,HIG,HII,NWSA,PARA,EMN,NRG,CDNS
268,UAL,CDNS,MSCI,PGR,MSFT,PEP,HST,AMGN,PFE,TFC,LVS,EQIX,K,HON,LYB
269,HII,COF,ARE,ABBV,AMP,IDXX,AWK,WAT,SEE,PKG,UAA,DPZ,AES,PKI,MRNA
270,WBD,NDAQ,CMCSA,FB,GE,NCLH,LNC,WRK,NWS,LVS,FDX,VNO,ABC,EQR,DAL
271,ZBH,EVRG,WEC,DOV,PRU,APD,GPC,RL,ARE,SJM,MTB,URI,PKI,MCO,L
272,BA,XEL,APA,PWR,CTSH,FTNT,VMC,PG,VRTX,ROST,WELL,CI,IQV,MCO,AWK
273,PVH,UA,EOG,SO,ZBH,PVH,ORCL,AMD,CDNS,FRC,LKQ,RL,TGT,LUMN,SNPS
274,ENPH,PPG,SYY,AME,PWR,TFC,MCO,MSI,ZBRA,DLR,JPM,IP,SYY,LRCX,ICE
275,STE,CZR,EPAM,NEE,CNP,MAR,ILMN,SHW,CCI,STT,UDR,MKC,FBHS,UAA,ODFL
276,SYY,PVH,APA,HIG,FOX,BKR,IVZ,MRNA,MNST,IP,FAST,TDY,BWA,AIG,IVZ
277,TFC,AMT,TYL,MMC,WBA,NXPI,KMB,DTE,UHS,OMC,NFLX,ANSS,TGT,DTE,MSFT
278,TMO,TMO,NWS,FIS,LKQ,CTLT,PENN,RCL,AKAM,MOH,NCLH,DXCM,ATVI,ROST,CHRW
279,AZO,CL,MKTX,CSCO,ALB,FE,HON,MCO,GE,AMGN,BLL,PRU,FLT,MMC,LIN
280,CME,TPR,PNW,ABBV,XEL,SCHW,HWM,STX,EL,UNP,DFS,SBAC,CAT,TSN,MPWR
281,ATO,FAST,PVH,DISH,DXC,TECH,AFL,DXC,F,CVX,F,GRMN,AEE,NRG,DXCM
282,EXR,KMB,TRV,ALL,COP,CTXS,VRSN,HPE,DOW,MMM,WM,INTC,CFG,INTC,AKAM
283,EMR,CTXS,CDAY,AAP,ADI,LVS,CAT,SJM,F,RJF,K,DIS,NXPI,NTAP,COP
284,TSLA,TEL,SEE,MHK,MO,LYB,DAL,FFIV,OTIS,UNP,JBHT,CERN,DIS,GLW,KR
285,MKTX,COF,PGR,SPG,XOM,AIG,LVS,TFC,SEE,AOS,GD,BAX,HST,WDC,ITW
286,FMC,AFL,ANET,PXD,SPG,CNP,PM,AIG,UHS,ALLE,K,AIZ,BLK,SPG,CDNS
287,CME,GPN,ENPH,AAL,AVGO,CB,LNT,TFC,CSX,ICE,AFL,AFL,TROW,TDY,EFX
288,NLSN,GOOG,ODFL,MDLZ,IQV,VZ,INCY,VRSK,BDX,ANET,NKE,BXP,EIX,FANG,PEP
289,XOM,TFX,HUM,HIG,MO,MCK,WEC,A,HLT,WTW,WAB,TWTR,KHC,EL,CVS
290,TECH,ZBH,AWK,COO,SNPS,CEG,A,GILD,WAT,FFIV,J,IPGP,LNC,VRSK,PM
291,GPC,MOH,DOW,RF,ICE,BKR,HRL,FMC,DTE,NFLX,LIN,D,LEN,AEE,VNO
292,FANG,MAS,AMAT,WMB,CMI,FANG,ANET,ORCL,NSC,AXP,ALLE,LUV,AEE,WMT,F
293,DHR,UNH,EQIX,RTX,SNA,EOG,EXPE,ADM,DXCM,TWTR,ALGN,BR,HLT,VMC,TER
294,V,DHI,ZBH,USD,BBY,FRC,XOM,DAL,NEE,STE,IP,MKC,XRAY,WMT,CMCSA
295,CMI,MU,ALLE,APH,CAT,ORCL,NWL,ORLY,MHK,AFL,TFC,LMT,DAL,SWKS,CPT
296,PVH,CBOE,BK,TSN,KMI,QRVO,PKG,OTIS,ARE,APH,XRAY,BKNG,CAH,ACN,PTC
297,XRAY,EL,PVH,POOL,TGT,DHI,CARR,USD,PFE,SWK,TEL,MO,ADP,APD,XOM
298,ABT,KMB,NTAP,CE,TDY,CDW,NTAP,APTV,CINF,CTLT,AIZ,CAH,ED,WELL,O
299,WHR,ADP,OXY,VFC,ROST,EIX,J,VRTX,MAA,GPN,NOC,CAH,FOX,FTNT,MET
300,GLW,FOX,CMA,CMG,IEX,ZBRA,NI,ORCL,GIS,ATO,CHRW,CMG,LNT,J,EOG
301,LNT,HPE,MPC,APA,PLD,HPQ,INTU,RL,NTRS,GPC,HAL,LNC,J,SBUX,KHC
302,IRM,CTXS,LH,ABMD,CNP,RE,EW,CMCSA,EVRG,SYK,BFB,AEP,FDX,MU,AMGN
303,ROK,KEYS,SBNY,COP,ALB,FITB,TEL,NOW,RSG,NXPI,SPG,BAC,HSIC,PSA,ADM
304,HAL,MLM,PAYX,WM,RMD,IQV,ADBE,APD,BXP,AFL,ARE,GOOGL,PTC,AVB,PKG
305,AES,AEE,XOM,EVRG,LKQ,AOS,PFE,MTB,WEC,CTSH,MCD,ETSY,CNP,XOM,MDLZ
306,ATO,MKC,APH,ALGN,DOW,HII,MS,URI,WRK,ETR,GOOGL,EQIX,OMC,CPT,TDG
307,AIG,ROL,VTRS,D,FIS,MS,LVS,ZBH,EXPE,FB,CMCSA,PSA,NLOK,CVS,LLY
308,XOM,STX,CCL,L,EQR,PYPL,LVS,ED,WY,GM,HAS,ES,FCX,TXT,EXPE
309,PHM,FITB,ZBH,EPAM,ETSY,IT,AMGN,ALB,CHRW,NEM,CVX,LHX,FANG,CDAY,PAYX
310,KR,EMN,MSFT,CNP,AWK,GWW,MCO,MNST,MPC,KMB,PHM,LVS,FB,LOW,CPB
311,OTIS,EL,AVGO,TWTR,PNW,BWA,XYL,GD,JPM,HBAN,ADP,MCK,TRV,ES,CDNS
312,YUM,CZR,MDT,VRTX,CRL,UAL,D,OKE,WYNN,APA,KLAC,HAS,BLK,PEAK,EXR
313,VFC,CAG,RTX,ALLE,BMY,DVA,LNC,CPB,LW,MNST,ULTA,MSI,AON,MOH,PG
314,PXD,HLT,PFE,WAT,EQIX,ILMN,ETR,PPL,HST,AFL,KLAC,ATVI,DHR,REG,NDAQ
315,SCHW,XTSLA,MSCI,MDLZ,FRC,USB,STZ,WMB,FANG,UA,CVS,LKQ,CBRE,PG,BIO
316,OKE,SBUX,ANET,CZR,DTE,CTRA,HD,MTCH,GWW,PAYX,PKG,MHK,WY,TRV,LKQ
317,ACN,GPN,HWM,TXT,EVRG,TWTR,DVA,AAP,SPGI,PARA,IT,DHI,IPG,ACN,CPRT
318,J,MTCH,LDOS,AZO,MPWR,POOL,NVR,PGR,PTC,PNW,TJX,CTVA,OXY,CCL,HPE
319,BRKB,BXP,DVN,CZR,ED,A,PGR,TEL,CB,PPL,HUM,TEL,XYL,NOC,NVR
320,BSX,ESS,KIM,ACN,KIM,VRSK,CHTR,DVN,NDAQ,MDLZ,MPC,NFLX,IPG,GRMN,PH
321,ATVI,MSCI,MKTX,FTV,EMR,TRV,NTAP,DAL,NI,KMI,ADP,AZO,UNP,CTSH,CAG
322,NFLX,NKE,NI,IP,TECH,PNW,ALL,HD,TRMB,L,AOS,HLT,PLD,CERN,F
323,WHR,DVN,UNP,KMX,PENN,SIVB,ALGN,UA,VMC,MRK,L,ISRG,STE,VMC,ULTA
324,DGX,PPL,PSA,KMX,KEYS,PPL,MKC,IBM,MDT,WBA,CMCSA,DTE,AAL,EBAY,MTD
325,FRC,TJX,NWL,ECL,CAH,HSIC,SO,DHI,FRT,DFS,TDG,GOOG,SEE,DGX,KMX
326,AVGO,LVS,NOW,BFB,NKE,AAPL,PENN,AIZ,MCK,MAR,WAB,DIS,BRKB,KMI,LUV
327,CTSH,USD,DPZ,VRSK,MMC,CNP,LYV,ISRG,BBWI,WRB,CAH,LHX,BEN,NOW,PKG
328,ALL,BLL,TXN,NXPI,MDLZ,APA,NLOK,OGN,DOV,AJG,MTB,WEC,PFE,PVH,TECH
329,KIM,FDS,WDC,EFX,CAH,MCO,TYL,APA,BA,TDG,L,NTAP,KEYS,EFX,KO
330,HOLX,AMT,PYPL,PFG,HST,NDAQ,GPN,FFIV,MSI,D,GE,C,ES,CNC,GM
331,PGR,SYF,CB,FDS,TSCO,LW,ALL,AMZN,LOW,DLTR,ETN,CMA,ALL,SYY,CMCSA
332,RCL,PLD,AZO,SWK,LW,LEN,STZ,JBHT,TFC,SPGI,TFC,TTWO,LHX,DG,MPWR
333,FIS,UBFUT,MMC,AIZ,PEP,JKHY,RMD,SLB,GRMN,RE,UDR,BBWI,FAST,RMD,GNRC
334,LUV,ITW,CNC,CARR,EQIX,ANSS,TXN,DXCM,WRB,ICE,ALLE,NLOK,TEL,EXR,BDX
335,FOX,DHR,DHI,MO,O,ADP,CL,ABBV,NFLX,TEL,TFC,AME,RF,DTE,CTVA
336,CZR,NWL,VNO,AMP,SLB,MHK,BIO,HWM,DISH,COO,CEG,DOW,WELL,PKG,MTD
337,REG,SNA,FTNT,DIS,FISV,TSN,MAA,MOH,HAL,ATVI,DOW,INTC,ECL,PAYC,LOW
338,ADM,MTB,IP,WAT,GL,ABMD,UDR,TT,NSC,PVH,ATVI,LHX,T,DVN,NLSN
339,AKAM,HPQ,ENPH,ABT,ENPH,K,LKQ,NTAP,MAS,OTIS,CZR,SBAC,CERN,HAS,CERN
340,PAYC,HAL,NLOK,RHI,GL,UAL,BK,TECH,HIG,JKHY,EXC,AMD,AIZ,NLOK,ADSK
341,CTAS,IPGP,APA,CHD,ODFL,PAYC,HLT,GRMN,EA,VRTX,SPG,BKNG,HSY,MCD,AWK
342,NEM,MSCI,PSX,GM,TWTR,MDLZ,LLY,HSIC,AKAM,UBFUT,TXN,CSX,PKI,DD,AMAT
343,OXY,TSLA,AZO,NOW,BBWI,BEN,JPM,FB,IRM,SYK,ALK,CZR,KMX,TTWO,TXT
344,SJM,QRVO,ORLY,MNST,F,AMCR,HSIC,TFX,ES,EVRG,NXPI,LEN,TYL,WYNN,MRNA
345,SYY,XYL,ACN,GOOGL,STZ,JPM,DLTR,RSG,HLT,FIS,DAL,UDR,A,SJM,REGN
346,TJX,JCI,ABMD,KMB,ADSK,ALK,T,RSG,TECH,DAL,TDY,FMC,BAC,CCL,ATO
347,NEM,CERN,DTE,ISRG,INTC,NWSA,TFX,DOW,PEAK,NLSN,FDX,KIM,CBRE,KO,MTB
348,FIS,AWK,CME,HCA,PGR,PAYC,MCHP,MTD,AIG,EPAM,WBD,TRMB,MMM,AES,GNRC
349,SHW,BR,RTX,MLM,BLL,CSCO,SBNY,IFF,XOM,DISH,HSIC,EOG,NKE,L,WMT
350,KO,ATVI,OMC,PAYX,O,CMS,CTXS,BR,TTWO,ETN,VRSK,LLY,IVZ,FTNT,WBD
351,ARE,XYL,GIS,PSX,PAYC,FBHS,ALL,PXD,MRNA,MOH,ED,AEP,HOLX,MCO,DTE
352,ODFL,MRK,UNP,VRSN,MRNA,AMP,CTVA,LUMN,PNR,CRL,DOV,PEP,LOW,DXC,NKE
353,AIG,JNPR,KO,ADBE,XTSLA,BEN,NTRS,PFG,URI,PNC,GWW,TT,NCLH,NUE,IQV
354,AMAT,CMCSA,MPWR,TAP,V,INCY,MOH,PARA,ETN,JKHY,TFX,AMAT,SJM,IT,DVA
355,HOLX,MOH,MGM,CNP,CRL,FTNT,IP,TXN,COO,JNJ,PWR,HIG,DTE,ACN,HD
356,VRSN,AVGO,NKE,CFG,AEP,BLL,LNC,ORLY,DRI,CDW,FFIV,GE,GILD,ADI,PCAR
357,UPS,PAYC,AAPL,COST,IFF,PARA,L,NOC,ROST,DRI,CPB,MAA,FMC,MOS,IBM
358,BKNG,MMM,TSLA,HPQ,VRTX,MCO,APD,ANET,AMGN,COO,ALGN,ROK,KEYS,EQIX,PGR
359,AMZN,TROW,MOS,SHW,DISH,DOW,FOXA,ETR,KEY,ZION,PXD,HON,HES,NOC,EPAM
360,COO,GIS,ODFL,NEE,CTVA,DFS,ANTM,WBA,LNC,HSY,ANET,IR,NDSN,MDLZ,UNP
361,YUM,CPB,PKI,TRV,KIM,BAX,ETN,WFC,MRNA,WMT,MSI,SYK,PNR,LNC,AOS
362,PRU,SHW,FITB,CBOE,AFL,AKAM,XTSLA,KO,HCA,BMY,CSX,EXPE,ROK,LOW,ORLY
363,HII,AKAM,EMN,ES,FB,LYV,MPC,PHM,ULTA,PSA,EBAY,AEE,TER,TFC,VLO
364,BBY,ED,LYV,JBHT,NFLX,COST,MDLZ,PEP,ABMD,WDC,CTVA,CI,ESS,IT,TFC
365,ES,OTIS,TYL,BR,SNPS,TSCO,LIN,STX,VZ,PNC,TER,BLL,QRVO,BEN,WYNN
366,TYL,ISRG,FDS,AIZ,AIZ,BEN,CMCSA,AVGO,GWW,MET,NI,F,HCA,RHI,MS
367,IPGP,ALB,ROK,HAS,UNP,VRSK,PAYX,DVN,BMY,IFF,ZBH,PRU,CRL,HES,FAST
368,PHM,WTW,FBHS,CLX,SIVB,FIS,CMA,WTW,ATVI,BR,MTB,NDAQ,ZBRA,CHRW,HOLX
369,UA,ANSS,GOOGL,ES,LHX,LW,DTE,KIM,HSY,KEY,GE,NCLH,EL,GPC,SIVB
370,TMO,PFG,ITW,WBD,CAT,APD,COF,D,VMC,NDAQ,BKR,TSLA,SBUX,KO,DLTR
371,CHD,ABT,IPG,CHTR,GS,PKI,ABMD,VZ,ATO,BIIB,IFF,NWS,CLX,GWW,A
372,MTD,BRKB,APA,BRO,NXPI,VFC,CBRE,HON,GNRC,ARE,GLW,HOLX,MRO,REG,AJG
373,F,CDNS,TSLA,ZBH,WAB,NDSN,TRMB,PFE,HII,CSCO,PKI,KLAC,K,ROST,LNT
374,DE,AKAM,RL,WFC,CFG,CMS,PGR,DAL,COP,IR,COP,PAYC,PH,GWW,NXPI
375,EOG,BRKB,ROST,NVR,SWKS,OKE,AOS,FMC,FANG,CMI,TAP,AMCR,J,IBM,GPC
376,CHD,NSC,FMC,TJX,GWW,HWM,WRB,USB,UDR,BAX,HON,NVDA,WBA,PYPL,CNC
377,CINF,CEG,NTAP,SYY,HBAN,ILMN,CDNS,TECH,PGR,ALB,QRVO,OGN,EPAM,TMUS,JCI
378,WM,EOG,BLL,UNH,VRSK,CPB,CZR,AEE,WHR,REG,ALL,FOX,CPRT,CMI,CPB
379,ABC,INTC,TT,CFG,CMS,AMGN,JCI,UA,ULTA,EA,CMI,CF,IPGP,VRTX,EXPE
380,NKE,CHTR,VTRS,LNC,PRU,APA,ATVI,DVA,PSX,APH,KR,BWA,AMT,HBAN,WMT
381,CDNS,PNC,LH,TXN,HII,MCHP,CME,ANET,DTE,DLTR,WRK,IQV,SPG,FCX,RSG
382,GPC,EBAY,BBWI,FANG,CARR,WDC,WAT,NSC,WM,KMI,GL,WELL,RSG,STZ,CEG
383,EPAM,BLL,O,CAH,LNT,ABC,GOOG,AZO,WYNN,FIS,F,CSCO,HSY,WYNN,SCHW
384,GPC,BBWI,AES,ITW,PEP,GPC,CMI,VNO,KLAC,J,CMCSA,AZO,APH,TT,BWA
385,HAS,OTIS,LEN,RJF,LNC,BKNG,ZION,CINF,WFC,BRKB,AVY,GM,ANTM,RHI,AIG
386,LUMN,ADSK,NOC,BRO,EMR,WY,TDY,CLX,CTVA,LYV,FBHS,SJM,IP,DRE,COST
387,NEE,O,MHK,ABC,MGM,CAH,EW,CTSH,BLL,LVS,IVZ,ADI,MO,DD,HIG
388,CDW,EXPD,JPM,DIS,HAL,NXPI,ATVI,JCI,PFG,NFLX,TDG,ETR,SYF,GOOG,DG
389,AWK,MO,EMR,LLY,CLX,MDLZ,ZION,SWK,SJM,OGN,ADI,HIG,RMD,FISV,MS
390,CNC,KEYS,NXPI,ALGN,PAYC,FCX,USD,PEAK,QCOM,XYL,CZR,APH,FITB,BA,TWTR
391,UDR,SYK,MAA,ARE,CTVA,STX,CMI,MA,CSCO,DOV,TRV,MTCH,TDY,WRB,CTLT
392,TDG,STT,ISRG,DE,GIS,DHR,CLX,KMB,PNR,NEM,AXP,HBAN,DD,SBUX,ABBV
393,BA,FIS,NTRS,GNRC,STX,MCO,ULTA,AJG,CBOE,TER,L,SNPS,CAT,EIX,FOXA
394,PNR,NI,EIX,CI,USD,CCI,WRB,ZTS,EA,CAG,WFC,TDY,TGT,ED,AWK
395,GRMN,TROW,BSX,FCX,EXC,SIVB,ABBV,KR,DLTR,CEG,BIIB,MET,IPGP,PLD,ZTS
396,SWK,NDAQ,GLW,BXP,TSCO,CME,LW,AMD,LYB,MPWR,RHI,MCO,EA,K,L
397,BXP,LUV,KEYS,ES,NVR,TEL,LYB,CCL,APTV,CMA,IPGP,PXD,KIM,FFIV,RF
398,IFF,APA,MGM,ADM,SHW,AOS,TMUS,KMB,SEE,AZO,AXP,FB,EIX,IFF,FOXA
399,APD,PSX,ETN,NDSN,OKE,PFG,MU,SEE,EXR,GRMN,AOS,BKNG,IBM,ROP,TTWO
400,FTNT,DTE,CL,MTD,AEE,IBM,ARE,NEE,NKE,PENN,PSA,HLT,NLOK,SBNY,ZION
401,SPGI,F,MLM,ETN,JNJ,ROL,DVN,SYF,MAS,TMUS,ULTA,NFLX,AJG,PTC,PPG
402,MET,AZO,EXPD,NOC,KIM,ABT,NEM,BWA,PLD,GPN,CSCO,RMD,LYV,FITB,ADI
403,CARR,ABC,CDW,KEYS,TMUS,EXR,IDXX,CZR,AON,HPQ,BFB,ROK,PG,COO,CARR
404,ALL,MA,KMB,SRE,SYY,PHM,DGX,CHTR,CDAY,TMUS,ALGN,OKE,ANSS,PKG,XRAY
405,MPWR,EXC,IPGP,JCI,PG,COF,WDC,TYL,DHR,GRMN,MSCI,ATO,SPG,CVX,CAT
406,J,BWA,AMGN,BLL,GIS,AMCR,PWR,F,CMA,NKE,ROK,AMGN,PH,INTC,ISRG
407,PAYC,TRMB,LKQ,KO,CNP,AON,IFF,DAL,DISH,NLSN,ANTM,KR,CDW,EBAY,PNR
408,CBRE,LLY,NTRS,PEP,ITW,POOL,NXPI,FTNT,FDX,WHR,ROP,NLOK,QRVO,TFX,EXC
409,MPWR,EIX,LOW,ATO,IPGP,MSI,CMS,LKQ,PARA,DIS,BEN,F,NTRS,ARE,HPE
410,PKI,BAC,ROP,AOS,PLD,ZION,ZBRA,NEE,CDNS,VTR,LNT,KLAC,EMR,AOS,EA
411,BIIB,ALK,ORLY,PNW,CMCSA,SRE,CAT,HST,ROK,WBD,VTR,FCX,MHK,SHW,SIVB
412,WYNN,MRK,NTAP,AJG,URI,CCL,CTAS,SHW,GNRC,SRE,DXC,ACN,BAX,UAA,AAL
413,NXPI,AKAM,DRE,MHK,POOL,CPT,AEP,HIG,K,CL,ORLY,NSC,TTWO,BAX,CTRA
414,XEL,TROW,PENN,STT,CPT,PPL,PRU,WBD,MSI,DFS,EMN,DAL,AMCR,MAA,LH
415,JCI,CFG,SO,BIO,OTIS,AMP,INTC,EXPE,MMC,LIN,BFB,MAS,PEP,CAT,KO
416,MCHP,CAG,GILD,PEP,KMI,DLR,LEN,MS,IPG,UDR,PG,KIM,AAPL,ILMN,INTU
417,LKQ,WY,HD,QCOM,TRMB,RTX,IVZ,EQR,CINF,ODFL,IT,XYL,WDC,CPRT,ALGN
418,MU,FLT,PHM,FIS,MGM,CBRE,DHR,CME,CRM,UBFUT,UNH,SPG,AMGN,SPG,LH
419,MMM,ZBRA,LH,CTSH,WFC,CNP,MA,RJF,CINF,JNJ,PGR,DVN,AAL,NWS,MCK
420,DXC,GWW,OKE,CF,DUK,MCD,ANSS,DLR,CTVA,SBNY,ALGN,JNPR,FOXA,MCD,STE
421,MOS,MRO,LVS,APH,EXPD,CVS,AJG,IPGP,BDX,SHW,GS,CF,GLW,TMO,PCAR
422,ATO,MMM,EXPE,NWSA,UA,AMCR,JPM,EL,ROP,COST,HES,PEP,DAL,RHI,APD
423,KIM,PENN,GE,KIM,PM,ALL,CINF,WAB,DLTR,WDC,FOXA,FLT,ITW,MHK,IFF
424,IEX,GD,PSX,MS,TT,AFL,HPQ,MLM,MTCH,HBAN,WST,RE,GLW,VZ,PRU
425,PKG,NXPI,PM,CTAS,XTSLA,FITB,NDAQ,DVN,DXC,DPZ,DAL,TRMB,FAST,NWL,UDR
426,IFF,DHI,FMC,CCI,KMX,ROST,NLSN,KEY,GL,MET,BEN,ESS,ENPH,ORLY,VRSN
427,ANET,WDC,CVS,ISRG,LEN,VFC,CMCSA,ALLE,WRB,PYPL,APH,MPWR,MA,XEL,ALLE
428,EXPE,FDS,WAT,AXP,ACN,HD,NDAQ,NOC,PNC,BRKB,DOW,ADSK,ESS,BKR,RSG
429,AVB,HAS,KEY,TDG,IRM,MMC,MMM,CLX,MRO,CINF,MET,AMGN,MSI,MO,USD
430,FCX,AMAT,LRCX,IVZ,CTXS,NVDA,CMCSA,HLT,OMC,CINF,OKE,PKI,DVN,TROW,MSFT
431,RE,IFF,CF,CNC,AEP,CDAY,CTXS,CSCO,FIS,CTXS,DAL,HRL,ANTM,LVS,HBAN
432,FE,GIS,IDXX,TRMB,APD,KMB,RCL,REGN,BLL,ILMN,CBOE,LH,TFC,UAL,MPWR
433,MKTX,CMG,ZBRA,SEE,LUMN,DOW,AVGO,APTV,DFS,STX,NDSN,AON,CMA,UHS,CTSH
434,GS,MTD,JNJ,BFB,FRC,SBUX,SBAC,DE,MGM,SHW,OMC,AES,MS,TT,RMD
435,SPGI,V,MMM,CF,CDNS,CTXS,GOOGL,UAA,NWL,BSX,USD,VFC,CRM,CCI,ADSK
436,CDAY,SPGI,K,MA,VTR,HSY,NWSA,BXP,CVX,PVH,MOS,STT,D,EBAY,KR
437,WAT,MOH,PPG,MTCH,NWL,SNA,FIS,HPQ,DTE,MPC,XEL,FITB,WELL,EW,AIZ
438,TRV,FANG,TPR,NLSN,CPRT,VLO,EBAY,CMG,CDAY,ED,ITW,OKE,CSCO,CARR,CMCSA
